1462795670397600	2912	c4	76	0c	bc	87	b6
1462795670397719	2913	eb	66	a4	a2	be	18
1462795670397805	2915	ca	6e	82	30	38	59
1462795670397900	2916	26	5c	af	d6	9b	e4
1462795670443317	2920	9d	01	2a	00	02	00
1462795670444198	2921	b1	a5	4f	3a	9a	04
1462795670445195	2923	d3	00	48	e7	1f	91
1462795670445317	2924	3e	1b	7b	32	19	53
1462795670445473	2926	fe	df	39	90	f7	6d
1462795670445562	2927	c4	76	0c	bc	87	b6
1462795670445686	2929	eb	66	a4	a2	be	18
1462795670445810	2930	ca	6e	82	30	38	59
1462795670445904	2931	26	5c	af	d6	9b	e4
1462795670495389	2933	9d	01	2a	00	02	00
1462795670496359	2934	b1	a5	4f	3a	9a	04
1462795670497208	2936	d3	00	48	e7	1f	91
1462795670497326	2937	3e	1b	7b	32	19	53
1462795670497450	2939	fe	df	39	90	f7	6d
1462795670497574	2940	c4	76	0c	bc	87	b6
1462795670497697	2942	eb	66	a4	a2	be	18
1462795670498257	2943	ca	6e	82	30	38	59
1462795670498306	2944	26	5c	af	d6	9b	e4
1462795670550397	2946	9d	01	2a	00	02	00
1462795670551267	2947	2e	ce	ec	5a	41	f8
1462795670552263	2949	00	cc	5d	9f	06	51
1462795670552340	2950	ef	61	40	ae	2b	b8
1462795670552463	2952	4d	17	d0	f8	07	e4
1462795670552586	2953	1b	81	14	ed	7c	9d
1462795670552714	2955	d1	f7	14	d9	60	d9
1462795670552838	2956	b9	4c	48	7f	af	8d
1462795670553002	2958	b2	d2	1d	99	43	d0
1462795670553083	2959	76	24	99	94	fc	71
1462795670553185	2961	01	32	eb	2a	fa	d0
1462795670603272	2963	9d	01	2a	00	02	00
1462795670604245	2964	5d	7a	9f	b6	26	13
1462795670604360	2966	79	40	21	3e	47	69
1462795670604470	2967	8c	d4	97	fc	55	54
1462795670604591	2968	c4	24	b6	09	b1	d4
1462795670604720	2969	47	74	05	b3	36	06
1462795670604868	2971	98	4f	ab	2c	51	90
1462795670604983	2972	5f	33	6f	56	bf	03
1462795670605101	2973	21	a0	28	31	8e	d3
1462795670605158	2974	ec	0a	f0	58	d1	a3
1462795670648379	2976	56	f4	f8	80	4e	c8
1462795670649273	2978	e4	3e	51	d2	3a	17
1462795670649409	2980	a9	c4	82	d9	98	25
1462795670650279	2982	bd	ee	85	cb	e8	51
1462795670650352	2984	bd	e3	55	47	a9	a1
1462795670650524	2986	d3	aa	85	8a	b1	c7
1462795670650608	2988	00	5d	9f	fc	9f	d0
1462795670650780	2990	23	b0	5d	4b	a2	6c
1462795670650797	2992	f4	e3	39	59	a1	a2
1462795670678380	2994	9d	01	2a	00	02	00
1462795670707284	2996	9d	01	2a	00	02	00
1462795670708283	2998	f2	ee	73	c8	d0	96
1462795670708399	3000	0b	8f	a3	db	1f	ff
1462795670708490	3002	ae	4e	06	a0	83	49
1462795670708694	3004	d9	79	ea	b3	2c	3a
1462795670709298	3006	23	fa	f1	87	63	df
1462795670709386	3008	64	a1	fb	af	96	57
1462795670735360	3010	9c	20	80	7f	ad	b3
1462795670736289	3012	a3	27	e1	16	a0	46
1462795670736308	3014	38	dc	b1	1e	1c	2d
1462795670753384	3016	9d	01	2a	00	02	00
1462795670754284	3018	dd	bc	9e	cc	3e	68
1462795670755261	3020	4c	9d	3d	56	7f	db
1462795670755372	3022	db	0e	aa	66	e7	a3
1462795670755542	3024	51	e5	be	85	95	22
1462795670755689	3025	8e	7f	55	0b	c1	ff
1462795670763366	3027	f5	84	77	66	41	06
1462795670764391	3028	c0	50	a1	1c	fc	cd
1462795670765396	3030	f0	91	7e	8a	8a	41
1462795670782036	3031	b5	6b	46	e1	11	ba
1462795670805291	3033	9d	01	2a	00	02	00
1462795670806302	3034	4f	cb	1a	54	f3	d3
1462795670806398	3036	f8	f2	a1	73	d8	91
1462795670806513	3037	a3	d7	c4	75	3a	d2
1462795670806700	3039	83	5f	ef	67	d0	4e
1462795670806775	3040	6e	e1	20	b0	14	58
1462795670806881	3041	62	ff	9e	25	6f	08
1462795670810376	3043	3f	02	99	7e	62	e6
1462795670811297	3044	13	d8	fe	ab	7b	24
1462795670852420	3046	9d	01	2a	00	02	00
1462795670853435	3047	4f	cb	1a	54	f3	d3
1462795670854316	3049	f8	f2	a1	73	d8	91
1462795670854421	3050	a3	d7	c4	75	3a	d2
1462795670854509	3051	83	5f	ef	67	d0	4e
1462795670854631	3053	6e	e1	20	b0	14	58
1462795670854755	3054	62	ff	9e	25	6f	08
1462795670855270	3056	3f	02	99	7e	62	e6
1462795670855379	3057	13	d8	fe	ab	7b	24
1462795670900401	3059	9d	01	2a	00	02	00
1462795670901325	3060	92	87	06	dd	e0	db
1462795670901476	3062	e9	f4	9a	65	55	ce
1462795670901510	3063	2d	5b	8b	98	8b	16
1462795670901662	3065	53	a9	84	9a	d3	4a
1462795670902362	3066	02	fb	c6	11	55	86
1462795670902388	3067	ba	6a	53	34	33	d7
1462795670902515	3069	1e	cd	cf	cf	4d	0a
1462795670902631	3071	df	d4	21	77	c2	22
1462795670948426	3075	9d	01	2a	00	02	00
1462795670949325	3076	92	87	06	dd	e0	db
1462795670949412	3078	e9	f4	9a	65	55	ce
1462795670949525	3079	2d	5b	8b	98	8b	16
1462795670949711	3081	53	a9	84	9a	d3	4a
1462795670949835	3082	02	fb	c6	11	55	86
1462795670950289	3084	ba	6a	53	34	33	d7
1462795670950372	3085	1e	cd	cf	cf	4d	0a
1462795670950488	3086	df	d4	21	77	c2	22
1462795670995434	3088	9d	01	2a	00	02	00
1462795670996297	3089	92	87	06	dd	e0	db
1462795670996411	3091	e9	f4	9a	65	55	ce
1462795670996564	3092	2d	5b	8b	98	8b	16
1462795670997310	3094	53	a9	84	9a	d3	4a
1462795670997413	3095	02	fb	c6	11	55	86
1462795670997541	3097	ba	6a	53	34	33	d7
1462795670997683	3098	1e	cd	cf	cf	4d	0a
1462795670997792	3100	df	d4	21	77	c2	22
1462795671042414	3102	9d	01	2a	00	02	00
1462795671043331	3103	04	e8	c0	9d	18	13
1462795671043444	3105	8c	6e	87	10	7f	89
1462795671044307	3106	cd	3c	65	f2	52	86
1462795671044431	3108	4a	54	b9	90	d2	ad
1462795671044536	3109	a3	6f	08	3f	35	e7
1462795671044678	3110	1b	b7	a5	e4	0e	08
1462795671044785	3111	4e	ec	a3	44	7c	b7
1462795671044869	3113	8f	9b	36	e5	09	4f
1462795671092412	3115	9d	01	2a	00	02	00
1462795671093317	3116	04	e8	c0	9d	18	13
1462795671094308	3118	8c	6e	87	10	7f	89
1462795671094397	3119	cd	3c	65	f2	52	86
1462795671094566	3121	4a	54	b9	90	d2	ad
1462795671094640	3122	a3	6f	08	3f	35	e7
1462795671094833	3123	1b	b7	a5	e4	0e	08
1462795671094884	3124	4e	ec	a3	44	7c	b7
1462795671094999	3126	8f	9b	36	e5	09	4f
1462795671140451	3128	9d	01	2a	00	02	00
1462795671141354	3129	58	d8	80	4e	c8	09
1462795671141427	3130	78	ee	55	c4	f4	52
1462795671141608	3132	1c	42	f4	fa	26	82
1462795671141679	3133	71	31	6e	2a	4a	fa
1462795671142341	3135	18	06	a3	27	f4	cf
1462795671142431	3136	93	d8	9d	54	c5	94
1462795671142670	3138	d8	ab	8a	cb	55	cd
1462795671142678	3139	35	58	6d	14	be	70
1462795671192457	3141	9d	01	2a	00	02	00
1462795671193360	3142	58	d8	80	4e	c8	09
1462795671193432	3143	78	ee	55	c4	f4	52
1462795671193608	3145	1c	42	f4	fa	26	82
1462795671194315	3146	71	31	6e	2a	4a	fa
1462795671194457	3148	18	06	a3	27	f4	cf
1462795671194616	3149	93	d8	9d	54	c5	94
1462795671194746	3151	d8	ab	8a	cb	55	cd
1462795671194755	3152	35	58	6d	14	be	70
1462795671244479	3154	9d	01	2a	00	02	00
1462795671245475	3155	58	d8	80	4e	c8	09
1462795671246359	3157	78	ee	55	c4	f4	52
1462795671246451	3158	1c	42	f4	fa	26	82
1462795671246600	3160	71	31	6e	2a	4a	fa
1462795671246691	3161	18	06	a3	27	f4	cf
1462795671246858	3163	d8	ab	8a	cb	55	cd
1462795671246878	3165	35	58	6d	14	be	70
1462795671275489	3167	93	d8	9d	54	c5	94
1462795671295442	3169	9d	01	2a	00	02	00
1462795671296411	3171	78	ee	55	c4	f4	52
1462795671323436	3173	1c	42	f4	fa	26	82
1462795671324441	3175	71	31	6e	2a	4a	fa
1462795671351427	3177	18	06	a3	27	f4	cf
1462795671352431	3179	58	d8	80	4e	c8	09
1462795671379444	3181	93	d8	9d	54	c5	94
1462795671380451	3183	d8	ab	8a	cb	55	cd
1462795671407463	3186	35	58	6d	14	be	70
1462795671408344	3188	6c	b2	5e	6b	7b	7f
1462795671409315	3190	33	ca	c5	4a	2f	47
1462795671435446	3193	91	53	43	c9	56	a1
1462795671436442	3195	36	62	4e	3f	55	4e
1462795671437442	3197	19	f0	46	bb	c0	6d
1462795671463423	3199	af	0b	83	3b	f3	d9
1462795671464448	3201	ea	84	46	04	c7	98
1462795671465446	3203	f1	66	86	13	ff	80
1462795671491453	3205	01	81	00	00	80	30
1462795671492447	3207	02	76	26	11	8a	2e
1462795671493351	3209	36	81	bf	a4	5a	c6
1462795671494324	3211	07	66	2a	ea	1f	e9
1462795671519456	3212	60	c6	37	ca	c5	1e
1462795671520455	3214	ef	34	02	b2	95	3c
1462795671521457	3215	49	43	95	bf	3a	ba
1462795671547437	3217	a7	c1	67	04	85	ef
1462795671548355	3219	a7	08	bf	ec	45	57
1462795671549459	3221	b7	9f	0f	f4	90	43
1462795671550361	3223	dd	e4	7f	94	e2	30
1462795671575461	3225	9d	4a	70	09	d7	5e
1462795671576459	3227	f5	d5	31	f0	a2	5f
1462795671577465	3229	bd	34	67	2c	79	b7
1462795671603443	3231	fa	1f	27	fd	f6	ed
1462795671604466	3233	e7	db	05	e6	3e	48
1462795671605470	3235	bc	32	76	00	75	cd
1462795671631471	3237	01	54	95	6a	3e	08
1462795671632370	3239	24	04	ec	80	9d	90
1462795671633344	3241	31	3b	5a	a5	bc	0b
1462795671634344	3243	34	17	cf	39	71	bc
1462795671659447	3245	e8	08	57	16	fe	3a
1462795671660372	3247	83	5b	af	5a	dc	63
1462795671661378	3249	af	28	93	1f	84	1f
1462795671662376	3251	82	cf	d4	c8	69	b2
1462795671663351	3253	fe	91	4e	8e	0e	83
1462795671687456	3255	7c	bb	c1	bd	cb	c2
1462795671688479	3257	1b	25	4a	28	69	14
1462795671689478	3259	90	de	ce	ad	ba	39
1462795671690485	3260	c1	3a	dd	4c	83	0c
1462795671691485	3262	3b	53	ac	7e	1d	0e
1462795671715461	3263	44	72	1b	25	cc	32
1462795671716454	3265	5c	71	37	c8	1b	84
1462795671718484	3266	53	d0	b5	9f	2e	8e
1462795671719360	3268	60	bd	25	07	a6	bd
1462795671743467	3269	83	a7	65	38	74	fd
1462795671744396	3271	02	d1	9a	07	c2	ae
1462795671746479	3272	b3	c6	f4	d9	02	4a
1462795671747382	3274	0f	05	9a	12	01	97
1462795671771499	3275	2b	f6	32	41	1a	2c
1462795671772396	3277	8e	e0	ad	36	7e	9b
1462795671774507	3278	a1	92	d7	7d	f1	91
1462795671775382	3280	f8	4f	68	9b	fc	79
1462795671799452	3281	79	fd	f8	96	70	ed
1462795671800350	3283	1c	fa	d9	a4	49	c5
1462795671801413	3284	d5	71	83	46	42	37
1462795671802512	3286	e1	8d	6d	16	f8	24
1462795671803389	3287	71	ee	86	ab	24	1f
1462795671827520	3289	e0	24	c6	b0	17	fa
1462795671828393	3290	e7	60	bd	93	17	6d
1462795671829493	3292	79	e9	7a	dc	66	c5
1462795671830391	3293	47	19	73	33	7f	9f
1462795671831536	3295	d0	ba	d3	3b	5e	a3
1462795671832356	3296	34	70	6a	e4	36	a0
1462795671856528	3298	e4	ff	a2	2a	45	fc
1462795671857087	3299	92	09	23	4f	c6	df
1462795671858462	3301	9d	01	2a	00	02	00
1462795671859417	3302	36	ef	06	dd	e0	db
1462795671860463	3304	d1	0a	4a	3d	88	3e
1462795671861362	3305	e7	c7	78	4e	da	77
1462795671885468	3307	a2	e0	c9	91	d8	6d
1462795671886390	3308	5f	f5	cf	98	be	44
1462795671887467	3310	4d	41	80	87	90	85
1462795671888367	3311	f0	ff	6e	ea	53	f6
1462795671889467	3313	10	89	e3	02	57	df
1462795671890368	3314	e4	06	6f	c7	33	f1
1462795671914423	3317	4e	ac	0e	0f	50	b3
1462795671915422	3318	10	84	fc	d4	2a	6e
1462795671916394	3320	da	a6	d3	ce	67	ca
1462795671917415	3321	bf	19	10	6d	4f	10
1462795671918044	3323	79	cf	12	cd	ce	ba
1462795671931469	3326	9d	01	2a	00	02	00
1462795671943528	3327	6f	b0	ad	f6	15	be
1462795671944426	3329	21	f7	fc	fe	6e	ec
1462795671944508	3330	43	98	21	c0	29	05
1462795671945522	3332	05	6e	74	e2	38	a9
1462795671946399	3333	94	9b	5a	1c	d4	71
1462795671947395	3335	6e	30	df	de	36	ef
1462795671971326	3336	0d	4b	46	8b	d5	f1
1462795671979580	3338	9d	01	2a	00	02	00
1462795671980503	3339	41	0f	a8	21	f5	04
1462795671980582	3340	4e	e0	22	5b	91	e5
1462795671980698	3342	9a	7c	55	87	ad	94
1462795671981456	3343	4f	c9	16	33	09	28
1462795671999547	3345	ce	f7	f7	2e	26	79
1462795672000432	3346	53	54	d2	16	91	c5
1462795672008420	3348	02	1d	d1	1d	fd	45
1462795672027619	3350	9d	01	2a	00	02	00
1462795672028520	3351	10	fa	82	1f	50	43
1462795672029495	3353	4a	1c	2b	1b	9b	22
1462795672029561	3354	8b	ff	cf	40	31	e5
1462795672029685	3356	54	83	e1	5c	b1	00
1462795672029863	3357	2e	68	34	1b	5e	0a
1462795672036618	3359	7e	a5	bd	b8	c8	3c
1462795672056454	3360	ff	92	77	c3	9e	ac
1462795672083605	3362	9d	01	2a	00	02	00
1462795672084503	3363	d1	81	3a	30	27	46
1462795672084571	3365	94	cd	ae	97	d8	d2
1462795672085494	3366	fb	2a	25	21	97	20
1462795672085569	3368	96	0f	2f	41	db	cb
1462795672085760	3370	05	35	67	d8	16	86
1462795672085794	3372	e9	20	a2	68	41	a6
1462795672114600	3374	80	e0	9c	a4	24	62
1462795672135610	3376	9d	01	2a	00	02	00
1462795672142602	3378	10	fa	82	1f	50	43
1462795672143503	3380	6c	56	d3	bc	58	b5
1462795672163611	3382	19	c5	3c	b6	f0	f5
1462795672164507	3384	4d	5d	ef	af	6c	6e
1462795672170560	3386	58	9a	4c	61	37	6f
1462795672171603	3388	e8	af	98	ee	2e	66
1462795672191609	3390	8a	08	cd	8d	87	3b
1462795672192507	3392	98	cf	f8	9f	db	fc
1462795672193512	3394	d8	0d	9a	6c	d9	0a
1462795672198615	3396	75	4c	87	35	10	11
1462795672199609	3398	ec	f8	57	42	08	f8
1462795672219616	3400	e2	7f	10	4e	4b	16
1462795672220613	3402	2c	5a	9e	bf	ba	e5
1462795672221612	3404	70	c0	0c	0e	cc	02
1462795672226574	3405	e6	93	a3	93	14	4d
1462795672230613	3407	9d	01	2a	00	02	00
1462795672247621	3408	36	d4	52	a9	8d	b5
1462795672248616	3410	88	0d	3d	8d	02	7b
1462795672254625	3411	df	9a	fc	8d	f3	10
1462795672255517	3413	9b	18	ef	61	d5	07
1462795672275628	3414	1d	8d	6d	a2	95	2a
1462795672282620	3416	f7	8c	fd	09	c8	b9
1462795672283529	3418	64	88	72	eb	19	87
1462795672303627	3420	34	bd	cc	33	fd	31
1462795672304503	3422	f3	f9	1f	b8	93	48
1462795672310627	3424	76	54	9b	b9	ed	89
1462795672311635	3426	34	e4	6a	4c	16	53
1462795672332653	3428	10	69	36	db	c8	94
1462795672338684	3430	7d	71	ca	fb	29	c9
1462795672339640	3432	4b	34	75	f2	cc	e2
1462795672360639	3434	d7	b2	2a	a5	32	fd
1462795672361495	3436	44	8d	f9	65	ef	68
1462795672366593	3438	46	9c	61	e4	83	28
1462795672367590	3440	8a	4b	ca	96	ee	23
1462795672388596	3442	d9	e4	4c	af	d1	d1
1462795672389492	3444	5e	d2	59	6e	61	60
1462795672390464	3446	b6	ae	3f	eb	27	09
1462795672394594	3448	d6	44	93	f4	9a	e8
1462795672395595	3450	f0	03	18	3a	ea	06
1462795672416651	3453	36	bb	ba	cb	44	ea
1462795672417656	3455	cc	ca	5b	cc	07	89
1462795672418626	3457	4c	92	f9	4a	d3	7a
1462795672422661	3458	c3	34	8b	83	77	8f
1462795672423655	3460	71	0b	7c	28	04	03
1462795672444634	3462	99	5f	c8	51	5d	02
1462795672445635	3464	7a	5c	c0	68	81	71
1462795672450622	3465	e4	0c	22	3f	9d	1e
1462795672451522	3467	db	c7	63	a5	23	18
1462795672472629	3468	2e	19	78	f9	0b	86
1462795672473507	3470	6e	7e	fe	a4	91	f4
1462795672478627	3471	7a	bc	18	3f	03	3c
1462795672479525	3473	71	30	1c	a4	c4	53
1462795672500656	3474	64	af	fb	2b	8d	08
1462795672501567	3476	fe	54	9d	ce	23	fd
1462795672506661	3477	8e	ea	9b	8d	c8	5a
1462795672507561	3479	bc	24	98	52	ad	35
1462795672528662	3480	ff	2d	fe	99	ff	4f
1462795672529564	3482	03	9d	31	9d	8f	bd
1462795672534663	3483	50	0b	6b	1a	a7	09
1462795672535563	3485	fb	2a	ad	12	bd	f8
1462795672556675	3486	21	23	1b	db	2a	9e
1462795672557566	3488	e7	0b	07	ee	f5	95
1462795672557639	3489	08	bc	ea	e2	65	43
1462795672562669	3491	4a	7b	19	7d	26	77
1462795672563279	3492	cb	b5	cf	98	01	d9
1462795672584565	3494	9d	01	2a	00	02	00
1462795672585544	3495	82	bd	22	a6	3f	12
1462795672586540	3497	68	9c	5f	13	9a	a8
1462795672586673	3498	d0	de	5c	58	85	0c
1462795672591675	3500	1d	3d	50	c6	3c	9c
1462795672592550	3501	70	17	05	0d	bf	5b
1462795672613647	3503	fd	c8	d8	f4	61	79
1462795672614588	3504	40	0d	fd	5d	6f	ce
1462795672615600	3506	b7	22	35	7a	05	9d
1462795672615654	3507	a8	18	d4	d3	63	4b
1462795672620675	3509	c5	05	d2	49	c0	d0
1462795672621560	3510	09	d1	78	58	1d	57
1462795672642677	3512	70	e3	e9	67	bd	eb
1462795672643580	3513	b8	f0	06	b0	de	27
1462795672644581	3515	f2	a7	95	f4	33	ee
1462795672644762	3516	6e	47	23	8d	5a	39
1462795672649652	3518	39	fe	b6	a1	b9	96
1462795672650583	3519	13	6e	d4	cd	f2	dc
1462795672650655	3520	03	cb	f5	24	f3	c0
1462795672671683	3522	c4	83	bb	a4	c9	fb
1462795672672562	3523	9d	b7	26	10	e5	dd
1462795672673588	3525	9d	01	2a	00	02	00
1462795672673745	3526	ea	6e	d8	cf	8c	8f
1462795672678684	3528	f7	e5	10	dd	cc	7a
1462795672679585	3529	3a	35	c1	65	1f	bb
1462795672679660	3531	c5	c5	f6	ef	e5	d4
1462795672700689	3532	5b	08	72	8e	49	7c
1462795672701594	3534	65	75	d4	5a	ee	28
1462795672702590	3535	55	af	cc	f1	5f	9c
1462795672702717	3537	81	18	3f	7b	53	60
1462795672707696	3538	ed	2d	0b	70	eb	a7
1462795672708218	3540	4d	cc	2c	40	d0	28
1462795672728696	3542	9d	01	2a	00	02	00
1462795672729597	3543	0b	70	dc	fa	82	1f
1462795672730696	3545	f2	71	cd	b4	c4	60
1462795672731599	3546	9b	5f	cc	44	0d	b7
1462795672735696	3548	a7	3e	e1	78	47	c8
1462795672736569	3549	ed	3c	a7	50	33	bf
1462795672737567	3551	d3	c5	75	91	97	2d
1462795672757690	3552	8a	2d	0f	34	d1	bd
1462795672758606	3554	87	5c	fc	ad	48	50
1462795672759660	3555	9d	a3	1f	f8	f0	35
1462795672760682	3557	9d	01	2a	00	02	00
1462795672764710	3558	ca	b6	fa	df	e6	cd
1462795672765551	3560	45	14	ab	97	4a	da
1462795672785695	3561	c6	49	c1	88	69	e6
1462795672786590	3563	a9	cb	03	b4	5a	0f
1462795672786681	3564	b0	d9	86	69	d5	bf
1462795672787716	3566	bf	c2	ce	ae	a6	13
1462795672788616	3567	89	29	cd	f3	82	fe
1462795672792719	3569	6a	83	9f	8b	4e	2a
1462795672793502	3570	6d	46	d6	04	69	4c
1462795672814722	3572	9d	01	2a	00	02	00
1462795672815624	3573	70	87	bf	7e	0c	2c
1462795672815716	3574	aa	aa	c5	8f	bd	2b
1462795672815855	3576	5c	f1	14	0f	e1	88
1462795672816736	3577	8e	36	d8	08	cb	3d
1462795672817637	3579	91	45	b4	e5	97	1a
1462795672821697	3580	1a	81	cd	b7	11	c6
1462795672843685	3582	57	c1	d7	87	5e	bb
1462795672844398	3584	03	5f	d2	b1	0a	a9
1462795672845613	3586	9d	01	2a	00	02	00
1462795672845687	3588	f2	49	0e	72	9d	a7
1462795672845855	3590	ef	82	a7	b7	59	e7
1462795672849682	3592	a3	9b	b2	25	c9	43
1462795672850588	3594	2a	b4	3f	22	2f	2b
1462795672873661	3596	ba	42	0c	ea	43	dd
1462795672901735	3598	34	df	c3	c9	dc	9c
1462795672902574	3600	80	3a	7e	e7	75	f3
1462795672903585	3603	e5	15	dd	a9	f5	19
1462795672903697	3605	3e	fa	9c	92	73	51
1462795672903743	3607	3f	2e	a1	77	d0	56
1462795672929707	3609	9d	01	2a	00	02	00
1462795672930607	3611	d2	b4	4a	74	ed	d5
1462795672931641	3613	0f	94	ba	1c	78	21
1462795672932628	3616	e1	0b	ab	9b	25	25
1462795672933620	3618	59	54	37	31	0b	91
1462795672933779	3620	53	63	6d	f2	d9	37
1462795672933822	3622	e0	08	0f	77	8d	23
1462795672957702	3624	53	ce	db	bc	0b	79
1462795672958728	3626	53	f2	46	31	6c	5f
1462795672959477	3628	fe	bf	bd	fc	1a	1a
1462795672960730	3630	9d	01	2a	00	02	00
1462795672961725	3631	05	3c	f4	fc	b1	a5
1462795672962671	3633	3e	d4	52	00	62	11
1462795672963572	3634	49	fa	09	d4	4d	7c
1462795672985700	3636	3f	0b	a0	39	b2	af
1462795672986735	3637	bf	4d	4e	f8	d5	67
1462795672987738	3639	fa	f2	cb	63	cb	68
1462795672989730	3640	fa	f4	52	0f	0f	bb
1462795672990629	3642	02	b7	97	a5	1d	8c
1462795672991379	3643	bc	f4	58	a2	b3	fe
1462795672992709	3645	9d	01	2a	00	02	00
1462795673014712	3646	05	3c	f4	fc	b1	a5
1462795673015639	3648	3e	d4	52	00	62	11
1462795673017736	3649	49	fa	09	d4	4d	7c
1462795673018639	3651	3f	0b	a0	39	b2	af
1462795673019731	3652	bf	4d	4e	f8	d5	67
1462795673042738	3654	fa	f4	52	0f	0f	bb
1462795673043644	3656	02	b7	97	a5	1d	8c
1462795673045384	3658	bc	f4	58	a2	b3	fe
1462795673046618	3660	9d	01	2a	00	02	00
1462795673047740	3662	20	27	64	04	ec	80
1462795673048642	3664	6f	b5	09	6c	1e	be
1462795673070748	3666	43	65	fa	e9	83	2b
1462795673071746	3668	9b	37	88	29	ec	98
1462795673073744	3670	fa	f2	cb	63	cb	68
1462795673074729	3672	02	b9	7d	46	64	85
1462795673101705	3674	60	70	87	84	18	13
1462795673102604	3676	eb	30	43	42	00	96
1462795673103658	3678	95	4b	d7	c9	22	41
1462795673103726	3680	81	00	00	80	f0	c3
1462795673103931	3682	ec	80	9d	90	13	b2
1462795673129771	3684	61	97	1a	d6	ff	08
1462795673130709	3686	65	05	9e	69	b6	09
1462795673131808	3688	6a	68	b0	1c	d9	24
1462795673132702	3690	5f	f8	7f	95	34	25
1462795673133605	3692	46	6d	1f	b0	c7	e2
1462795673157771	3694	7f	3e	74	5e	3f	fe
1462795673158771	3696	4b	e9	5c	33	15	33
1462795673159747	3698	f9	3f	f7	cf	40	5f
1462795673160747	3700	c8	09	d9	01	3b	20
1462795673161747	3701	9c	17	ed	79	bd	5d
1462795673185765	3703	c8	7e	5c	07	f6	c4
1462795673186758	3704	85	74	dd	5d	54	17
1462795673187761	3706	3d	0c	70	f1	1d	66
1462795673189753	3707	69	a8	70	3b	21	05
1462795673190688	3709	ea	ee	2f	dc	0b	1d
1462795673214769	3710	63	a9	6d	53	06	06
1462795673215669	3712	8e	9a	f5	03	fc	97
1462795673215871	3713	80	9d	90	13	b2	02
1462795673217762	3715	8c	72	d2	d6	12	fb
1462795673218661	3716	c1	77	52	fb	0f	43
1462795673242775	3718	08	da	41	fe	1d	4a
1462795673243645	3719	7b	cc	8e	74	fc	c8
1462795673244649	3721	85	6f	5a	06	b1	f6
1462795673244828	3722	32	24	6f	f1	5a	32
1462795673246712	3724	ac	26	5b	fe	c6	7f
1462795673253768	3726	9d	01	2a	00	02	00
1462795673271775	3727	76	40	4e	c8	09	d9
1462795673272670	3729	35	d5	de	24	ab	d3
1462795673273673	3730	90	96	57	6a	94	0b
1462795673273845	3732	29	3d	d0	8f	b0	6e
1462795673274773	3733	32	cc	85	ed	29	38
1462795673299782	3735	f3	87	95	a1	9d	02
1462795673300676	3736	83	08	d7	ef	dc	0d
1462795673301749	3738	02	97	ed	19	9a	57
1462795673302652	3739	ba	dc	73	90	6a	ff
1462795673303685	3741	64	04	ec	80	9d	90
1462795673303867	3742	20	af	41	0e	6b	50
1462795673328739	3744	a7	1a	e8	9e	4b	f1
1462795673329658	3745	4a	fe	3c	f5	5c	5a
1462795673330628	3747	cd	0f	59	05	5b	aa
1462795673331659	3748	65	bb	30	e2	e3	ad
1462795673331808	3750	6e	60	22	ed	69	b2
1462795673332608	3751	dc	01	e6	00	99	7b
1462795673355792	3753	9d	01	2a	00	02	00
1462795673357787	3754	76	40	4e	c8	09	d9
1462795673358668	3756	35	d5	de	24	ab	d3
1462795673359757	3757	90	96	57	6a	94	0b
1462795673360660	3759	29	3d	d0	8f	b0	6e
1462795673361634	3760	32	cc	85	ed	29	38
1462795673361774	3762	f3	87	95	a1	9d	02
1462795673385790	3763	83	08	d7	ef	dc	0d
1462795673411695	3766	9d	01	2a	00	02	00
1462795673412648	3768	76	40	4e	c8	09	d9
1462795673412801	3770	35	d5	de	24	ab	d3
1462795673412910	3772	90	96	57	6a	94	0b
1462795673413822	3774	29	3d	d0	8f	b0	6e
1462795673414682	3776	32	cc	85	ed	29	38
1462795673414796	3778	f3	87	95	a1	9d	02
1462795673439824	3781	83	08	d7	ef	dc	0d
1462795673441787	3783	02	97	ed	19	9a	57
1462795673469782	3785	02	97	ed	19	9a	57
1462795673470752	3787	9d	01	2a	00	02	00
1462795673471682	3789	76	40	4e	c8	09	d9
1462795673471787	3791	35	d5	de	24	ab	d3
1462795673471957	3793	90	96	57	6a	94	0b
1462795673497817	3795	29	3d	d0	8f	b0	6e
1462795673498662	3797	32	cc	85	ed	29	38
1462795673499665	3799	f3	87	95	a1	9d	02
1462795673500658	3801	83	08	d7	ef	dc	0d
1462795673501689	3803	02	97	ed	19	9a	57
1462795673516819	3805	9d	01	2a	00	02	00
1462795673517707	3807	76	40	4e	c8	09	d9
1462795673525800	3809	35	d5	de	24	ab	d3
1462795673526804	3811	90	96	57	6a	94	0b
1462795673527806	3813	29	3d	d0	8f	b0	6e
1462795673528798	3814	32	cc	85	ed	29	38
1462795673529733	3816	f3	87	95	a1	9d	02
1462795673544803	3817	83	08	d7	ef	dc	0d
1462795673545792	3819	02	97	ed	19	9a	57
1462795673574724	3821	9d	01	2a	00	02	00
1462795673575676	3822	82	1f	50	43	ea	08
1462795673575800	3824	b2	40	7a	6e	e4	a6
1462795673575943	3825	45	34	a1	8f	d7	d9
1462795673576118	3826	48	95	1b	fb	57	36
1462795673576177	3828	e9	fe	84	67	39	40
1462795673603803	3830	3e	06	0e	d0	78	18
1462795673604557	3832	25	3f	0b	41	de	e1
1462795673624830	3834	9d	01	2a	00	02	00
